Media,BT_Score,Std_Error,Rating
Conflicts and disagreements: Boss,-20.34,0.341,1
Things previously discussed: Second thoughts,-20.35,0.341,1
Errors: Cultivating friends,-20.37,0.341,1
Predictions and guesses: Limit,-20.37,0.341,1
Errors: Drawing,-20.41,0.341,1
Language: Editing,-20.48,0.341,1
Quotations: Doctor,-20.54,0.341,1
Errors: Known,-20.57,0.341,1
Rivalries: Among pets,-20.59,0.341,1
Worries: Language,-20.6,0.341,1
Errors: Perception,-20.62,0.341,1
Day's happenings: Chronology,-20.64,0.341,1
Worries: Travel,-20.68,0.341,1
Tasks,-20.69,0.341,1
Beauty: Ugliness,-20.73,0.341,1
Day's happenings: Tests checks and experiments,-20.75,0.341,1
Predictions and guesses,-20.77,0.341,1
Tastes: Designs,-20.77,0.341,1
Predictions and guesses: Extension,-20.79,0.341,1
Childhood: Decisions,-20.79,0.341,1
Worries: Propriety,-20.83,0.341,1
Predictions and guesses: Present,-20.85,0.341,1
Errors: Classifying,-20.87,0.341,1
Fears: Company's,-20.9,0.341,1
Beauty: Body,-20.96,0.341,1
Conflicts and disagreements: Fact,-21.04,0.341,1
Observations: Arrangements,-21.05,0.341,1
Conflicts and disagreements: Positions,-21.07,0.341,1
Dreams: Shapes,-21.08,0.341,1
Books: Owned,-21.09,0.341,1
Worries: Incompetence,-21.1,0.341,1
Childhood: Style,-21.1,0.341,1
Conflicts and disagreements: Context,-21.14,0.341,1
Conflicts and disagreements: Criticism,-21.14,0.341,1
Dangers and risk,-21.19,0.341,1
Worries: Unpreparedness,-21.24,0.341,1
Tastes: Social classes,-21.28,0.341,1
Errors: Absence of,-21.32,0.341,1
Conflicts and disagreements: Effects,-21.34,0.341,1
Errors: Management,-21.41,0.341,1
Tastes: Organizations and clubs,-21.42,0.341,1
Day's happenings: Tasks and chores,-21.42,0.341,1
Language: Pet names,-21.44,0.341,1
Predictions and guesses: Parts,-21.45,0.341,1
Conflicts and disagreements: Probability,-21.45,0.341,1
Predictions and guesses: Path,-21.46,0.341,1
Tastes: Manners,-21.47,0.341,1
Last year,-21.48,0.341,1
Books: Reading methods,-21.55,0.341,1
Fears: Catastrophe,-21.55,0.341,1
Films: Old,-21.57,0.341,1
Day's happenings: Probabilities,-21.57,0.341,1
Worries: Misinformation,-21.6,0.341,1
Predictions and guesses: Decision,-21.61,0.341,1
Worries: Rules,-21.64,0.341,1
Books: By same author,-21.66,0.341,1
Language: Handwriting and graphology,-21.67,0.341,1
Predictions and guesses: Problem,-21.73,0.341,1
Vacation,-21.73,0.341,1
Worries: Conflicts,-21.75,0.341,1
Appearances: Wanted or needed,-21.8,0.341,1
Fears: Incompetence,-21.82,0.341,1
Day's happenings: Visits or visitors,-21.9,0.341,1
Dislikes: Causes,-21.93,0.341,1
Errors: Word use,-21.95,0.341,1
Errors: Bodily movement,-21.96,0.341,1
Errors: Sensing,-21.98,0.341,1
Films: Criticisms,-22.01,0.341,1
Errors: Science,-22.02,0.341,1
Worries: Speculations,-22.04,0.341,1
Conflicts and disagreements: Persistent,-22.06,0.341,1
Conflicts and disagreements: Subordinate,-22.06,0.341,1
Conflicts and disagreements: Theme,-22.08,0.341,1
Worries: Unreliability,-22.08,0.341,1
Worries: Meetings,-22.11,0.341,1
Language: Scientific terminology,-22.11,0.341,1
Fears: Maximal,-22.13,0.341,1
Errors: Helping,-22.16,0.341,1
Books: Symbols,-22.16,0.341,1
Conflicts and disagreements: Politics,-22.19,0.341,1
Books: Treatises,-22.22,0.341,1
Childhood: Reputation,-22.23,0.341,1
Conflicts and disagreements: Details,-22.35,0.341,1
Books: Journals,-22.4,0.341,1
Fears: Disclosure of secrets,-22.41,0.341,1
Quotations: Book,-22.41,0.341,1
Conflicts and disagreements: Type,-22.43,0.341,1
Appearances: Anomalies,-22.44,0.341,1
Beliefs: Work-related,-22.45,0.341,1
Beauty: Face,-22.52,0.341,1
Fears: Overburdening,-22.54,0.341,1
Day's happenings: Entertainment,-22.59,0.341,1
Childhood: Inabilities,-22.6,0.341,1
Worries: Criticism,-22.67,0.341,1
Love: Intermediaries,-22.69,0.341,1
Errors: Psychogenesis,-22.74,0.341,1
Day's happenings: News,-22.75,0.341,1
Conflicts and disagreements: Course,-22.76,0.341,1
Worries: Misconception,-22.76,0.341,1
Worries: Misunderstanding,-22.79,0.341,1
Fears: Misaction,-22.79,0.341,1
School,-22.83,0.341,1
Finest moments: Luck,-22.83,0.341,1
Conflicts and disagreements: With the other,-22.88,0.341,1
Changes: Organizations,-22.91,0.341,1
Rivalries: Organizations,-22.92,0.341,1
Fears: Insanity,-22.93,0.341,1
Errors: Uncertain or arguable,-22.94,0.341,1
Language: Antonyms,-22.95,0.341,1
Rivalries: Groups,-22.97,0.341,1
Beliefs: Rank,-22.98,0.341,1
Predictions and guesses: State,-23.07,0.341,1
Conflicts and disagreements: Classification,-23.13,0.341,1
Language: Word lists,-23.14,0.341,1
Fears: Divorce,-23.17,0.341,1
Offers,-23.23,0.341,1
Worries: Misrepresentation,-23.3,0.341,1
Errors: Reforming,-23.35,0.341,1
Fears: Punishment,-23.4,0.341,1
Dislikes: Activities,-23.41,0.341,1
Observations: Appearances,-23.42,0.341,1
Fears: Deprivation,-23.48,0.341,1
Conflicts and disagreements: Levels,-23.54,0.341,1
Predictions and guesses: Event,-23.55,0.341,1
Day's happenings: Threats,-23.64,0.341,1
Conflicts and disagreements: Act,-23.85,0.341,1
Errors: Preparing,-23.85,0.341,1
Fears: Death,-23.88,0.341,1
Predictions and guesses: Rank,-23.88,0.341,1
Predictions and guesses: Where,-23.91,0.341,1
Appearances: Disease symptom,-23.94,0.341,1
Thanks,-23.98,0.341,1
Day's happenings: Chain,-24.08,0.341,1
Day's happenings: Dimensions,-24.09,0.341,1
Childhood: Excesses,-24.1,0.341,1
Errors: Repairing,-24.26,0.341,1
Fears: Defeat,-24.29,0.341,1
Errors: Arbitrating,-24.44,0.341,1
Books: Commentaries,-24.49,0.341,1
Observations: Unconsciousnesses,-24.57,0.341,1
Dislikes: Present,-24.78,0.341,1
Predictions and guesses: Constant,-25.0,0.341,1
Conflicts and disagreements: Past,-25.05,0.341,1
Conflicts and disagreements: Exclusion,-25.08,0.341,1
Rivalries: Companies,-25.1,0.341,1
Appearances: Dimensions and aspects,-25.14,0.341,1
Errors: Deduction,-25.46,0.341,1
Conflicts and disagreements: With,-25.57,0.341,1
Predictions and guesses: Status,-25.58,0.341,1
Assertions,-25.98,0.341,1
Childhood: Regrets,-26.05,0.341,1
Worries: Limits and weaknesses,-26.06,0.341,1
Predictions and guesses: Form,-26.08,0.341,1
Worries: Capacities,-26.18,0.341,1
Childhood: Eros,-26.75,0.341,1
Tastes: Services,-27.19,0.341,1
Love: Costs,-27.3,0.341,1
Conflicts and disagreements: Policeman,-27.9,0.341,1
Views of others,-28.13,0.341,1
Errors: Professional,-29.63,0.341,1
Errors: Interpretation,-30.12,0.341,1
Conflicts and disagreements: Clerk,-30.43,0.341,1
Tastes: Causes,-30.89,0.341,1
Attitudes,-31.43,0.341,1
Errors: Lobbying for causes,-34.18,0.341,1
Habits,-35.13,0.341,1
Day's happenings: Minor or major,-36.17,0.341,1
Errors: Self-analysis,-38.43,0.341,1
Worries: Food,-111.42,0.341,1
Tastes: Politics,-116.75,0.341,1
Quotations: Celebrities,-117.23,0.341,1
Horrible experiences,-120.84,0.341,1
Films: Discrepancies,-121.84,0.341,1
Conflicts and disagreements: Spouse,-122.21,0.341,1
Conflicts and disagreements: Official,-123.05,0.341,1
Films: Televisual,-124.43,0.341,1
Quotations: Antagonist,-126.91,0.341,1
Language: Misuse,-127.4,0.341,1
Language: Sobriquets,-127.47,0.341,1
Fears: Poisoning,-127.56,0.341,1
Tastes: Television,-130.33,0.341,1
Films: Worst,-130.42,0.341,1
Appearances,-131.35,0.341,1
Tastes: Colors,-131.42,0.341,1
Rivalries: Neighbors,-131.53,0.341,1
Worries: Controversies,-131.57,0.341,1
Conflicts and disagreements: Food,-131.66,0.341,1
Predictions and guesses: Control,-131.85,0.341,1
Language: Solecisms,-132.63,0.341,1
Errors: Bedtime storytelling,-132.8,0.341,1
Worries: Perturbations,-132.8,0.341,1
Errors: Applying makeup,-132.86,0.341,1
Errors: Answering,-133.17,0.341,1
Appearances: Neighborhood,-133.72,0.341,1
Childhood: Hates,-133.87,0.341,1
Errors: Historical,-133.89,0.341,1
Customs: Church,-134.09,0.341,1
Observations: Processions,-134.14,0.341,1
Tastes: Commercial goods,-134.34,0.341,1
Tastes: Charities,-134.35,0.341,1
Fears: Refusal,-134.43,0.341,1
Observations: Trivia,-134.49,0.341,1
Effects,-134.53,0.341,1
Books: Bought,-134.53,0.341,1
Errors: Shopping,-134.58,0.341,1
Tastes: Dress,-134.58,0.341,1
Observations: Sensa,-134.61,0.341,1
Quotations: Blurb,-134.76,0.341,1
Changes: Rank,-134.78,0.341,1
Errors: Cleaning,-134.89,0.341,1
Errors: Listening to music,-134.97,0.341,1
Dislikes: Philosophies,-135.01,0.341,1
Things never before discussed: Humiliations,-135.02,0.341,1
Errors: Diagnosis (fault finding),-135.06,0.341,1
Errors: Walking,-135.09,0.341,1
Dislikes: Politics,-135.55,0.341,1
Appearances: Phenomenon,-135.87,0.341,1
Errors: Differentiation,-136.09,0.341,1
Observations: Transactions,-136.09,0.341,1
Errors: Summarizing,-136.16,0.341,1
Day's happenings: Bads,-136.2,0.341,1
Failures,-136.26,0.341,1
Errors: Plant care,-136.38,0.341,1
Rivalries: Celebrities,-136.4,0.341,1
Observations: Forms,-136.46,0.341,1
Corrections,-136.47,0.341,1
Day's happenings: Degree,-136.48,0.341,1
Films: Realism,-136.59,0.341,1
Things previously discussed: Other's reactions,-136.95,0.341,1
Errors: Aesthetic matters,-137.03,0.341,1
Language: Criticism,-137.06,0.341,1
Errors: Writing reports/proposals/ads/invitations/etc,-137.07,0.341,1
Worries: Misdirection,-137.09,0.341,1
Changes: Dress,-137.1,0.341,1
Errors: Scholars,-137.13,0.341,1
Conflicts and disagreements: Money,-137.4,0.341,1
Observations: Status,-137.48,0.341,1
Dislikes: Institutions,-137.54,0.341,1
Dislikes: Films,-137.7,0.341,1
Childhood: Dress,-137.71,0.341,1
Rivalries: Kids,-137.72,0.341,1
Language: Jargon,-137.75,0.341,1
Films: Levels,-137.75,0.341,1
Conflicts and disagreements: Remark,-137.82,0.341,1
Appearances: Furniture,-137.9,0.341,1
Worries: Misuse,-138.11,0.341,1
Beauty: False,-138.12,0.341,1
Observations: Synergisms,-138.14,0.341,1
Errors: Filling out forms,-138.18,0.341,1
Errors: Working,-138.18,0.341,1
Appearances: Building,-138.19,0.341,1
Language: Fads,-138.28,0.341,1
Rankings,-138.29,0.341,1
Appearances: Face,-138.63,0.341,1
Language: Epithets,-138.7,0.341,1
Observations: Repetitions,-138.91,0.341,1
Errors: Entertaining,-138.93,0.341,1
Errors: Scheduling,-138.95,0.341,1
Religion,-138.96,0.341,1
Language: Acrostics,-139.09,0.341,1
Appearances: Landscape,-139.09,0.341,1
Rivalries: Parents,-139.11,0.341,1
Rivalries: Intellectuals,-139.19,0.341,1
Dislikes: Friends,-139.19,0.341,1
Things previously discussed: Additions,-139.27,0.341,1
Day's happenings: Wrongs,-139.28,0.341,1
Day's happenings: Purchases,-139.33,0.341,1
Dislikes: Trends,-139.4,0.341,1
Worries: Cons,-139.4,0.341,1
Tastes: Sports,-139.43,0.341,1
Day's happenings: Weather,-139.43,0.341,1
Tastes: Yard,-139.45,0.341,1
Appearances: Types and taxonomy,-139.45,0.341,1
Meetings,-139.5,0.341,1
Worries: Costs,-139.59,0.341,1
Worries: Possessions,-139.61,0.341,1
Appearances: Food,-139.72,0.341,1
Worries: Means,-139.74,0.341,1
Errors: Excuses,-139.8,0.341,1
Films: Sequel,-139.82,0.341,1
Errors: Financial planning,-139.83,0.341,1
Rivalries: Nations,-139.85,0.341,1
Appearances: Ambiguities,-139.86,0.341,1
Dislikes: Classes,-139.97,0.341,1
Worries: Too late,-140.08,0.341,1
Changes: Weather,-140.09,0.341,1
Changes: Affiliations,-140.1,0.341,1
Errors: Proving,-140.13,0.341,1
Errors: Hobbies,-140.17,0.341,1
Dislikes: Weather,-140.23,0.341,1
Books: Worst or worse,-140.27,0.341,1
Beliefs: Military,-140.4,0.341,1
Observations: Constants,-140.44,0.341,1
Language: Oaths,-140.45,0.341,1
Dreams: Worst,-140.46,0.341,1
Appearances: Place,-140.56,0.341,1
Appearances: Dress,-140.57,0.341,1
Appearances: Analyses,-140.62,0.341,1
Dislikes: Family,-140.63,0.341,1
Errors: Pet training and care,-140.78,0.341,1
Worries: Antagonism,-140.83,0.341,1
Errors: Celebrities,-140.96,0.341,1
Quotations: Correspondent,-141.15,0.341,1
Dislikes: Places,-141.97,0.341,1
Day's happenings: Ignorance,-142.08,0.341,1
Language: Catachreses,-142.2,0.341,1
Books: Rankings,-142.5,0.341,1
Tastes: Cars,-142.77,0.341,1
Worries: Hubris,-142.87,0.341,1
Quotations: Imitative,-143.08,0.341,1
Appearances: Content or parts,-143.09,0.341,1
Worries: Crime,-143.59,0.341,1
Fears: Menopause,-143.95,0.341,1
Language: Onomatopoeia,-144.13,0.341,1
Day's happenings: Blame or credit,-145.41,0.341,1
Dislikes: Styles,-145.9,0.341,1
Errors: Perfectibility (sans),-146.11,0.341,1
Books: Borrowed,-146.45,0.341,1
Connex,-147.09,0.341,1
Films: Cliches,-147.56,0.341,1
Observations: Timings,-147.61,0.341,1
Appearances: Old,-148.38,0.341,1
Appearances: House,-148.54,0.341,1
Observations: Quantities,-148.7,0.341,1
Appearances: Structure,-148.73,0.341,1
Worries: Courses,-148.77,0.341,1
Things previously discussed: Denouement,-148.78,0.341,1
Dislikes: Topics,-148.9,0.341,1
Worries: Misemphasis,-149.5,0.341,1
Errors: Examination,-149.74,0.341,1
Fears: Slander,-149.83,0.341,1
Positions,-149.97,0.341,1
Quotations: Consultant,-150.0,0.341,1
Love: Love spats,-150.24,0.341,1
Day's happenings: Criticism,-150.67,0.341,1
Quotations: Comedian or jester,-150.68,0.341,1
Day's happenings: Transactions,-150.82,0.341,1
Worries: Misaction,-150.86,0.341,1
Fears: Violence,-151.29,0.341,1
Errors,-151.95,0.341,1
Dislikes: Self,-152.0,0.341,1
Fears: Bad luck,-152.58,0.341,1
Films: In production,-152.71,0.341,1
Worries: Dislikes,-153.02,0.341,1
Appearances: Passersby,-153.38,0.341,1
Errors: Evaluation,-154.02,0.341,1
Complaints,-154.24,0.341,1
Distant relatives,-154.26,0.341,1
Nonsense,-154.39,0.341,1
Errors: Character analysis,-154.4,0.341,1
Ignorance,-154.51,0.341,1
Fights,-154.66,0.341,1
Errors: Debating,-154.95,0.341,1
Appearances: Painting,-155.01,0.341,1
Tastes: Furniture,-155.03,0.341,1
Beliefs: Political,-155.16,0.341,1
Appearances: Resemblances,-155.35,0.341,1
Appearances: Economy,-155.47,0.341,1
Dislikes: Foods,-155.58,0.341,1
Fears: Enmity or enemies,-155.62,0.341,1
Means,-155.68,0.341,1
Errors: Computer use,-155.9,0.341,1
Books: Abridgements,-156.03,0.341,1
Errors: Spouse,-156.22,0.341,1
Dislikes: Subjects,-156.36,0.341,1
Conflicts and disagreements: Update,-156.43,0.341,1
Conflicts and disagreements: Errors,-156.47,0.341,1
Films: Continuities,-156.49,0.341,1
Worries: Premature,-156.67,0.341,1
Errors: Competing,-156.68,0.341,1
Conflicts and disagreements: Self coworker,-156.77,0.341,1
Errors: Handwriting,-156.93,0.341,1
Errors: Narration,-157.05,0.341,1
Appearances: Acquaintances,-157.1,0.341,1
Fears: Legal action,-157.1,0.341,1
Errors: Coordinating,-157.17,0.341,1
Private knowledge,-157.36,0.341,1
Tastes: Investment portfolios,-157.47,0.341,1
Errors: Recreation,-157.56,0.341,1
Worries: Military,-157.57,0.341,1
Appearances: Systems,-157.73,0.341,1
Dislikes: Types,-157.77,0.341,1
Childhood: Romance,-157.78,0.341,1
Quotations: Athlete,-157.82,0.341,1
Errors: Accusing,-158.0,0.341,1
Changes: Fashion,-158.01,0.341,1
Language: Baby talk and juvenile,-158.17,0.341,1
Fears: Boredom,-158.39,0.341,1
Quotations: Businessman,-158.47,0.341,1
Tastes: Knickknackery,-158.47,0.341,1
Worries: Punishment,-158.48,0.341,1
Rivalries: Spouse,-158.57,0.341,1
Observations: Dress or makeup,-158.58,0.341,1
Errors: Other person's,-158.61,0.341,1
Errors: Sleeping,-158.61,0.341,1
Appearances: Device,-158.65,0.341,1
Errors: Exercising,-158.99,0.341,1
Dislikes: Details,-159.02,0.341,1
Books: Manuals,-159.03,0.341,1
Errors: Accounting,-159.04,0.341,1
Beliefs: Authorities',-159.16,0.341,1
Dislikes: Organizations,-159.17,0.341,1
Errors: Living,-159.19,0.341,1
Quotations: Boss,-159.23,0.341,1
Errors: Recitation,-159.25,0.341,1
Tastes: Perfumes and cosmetics,-159.29,0.341,1
Errors: Musicianship,-159.38,0.341,1
Appearances: New,-159.39,0.341,1
Observations: Independences,-159.4,0.341,1
Films: Actors,-159.45,0.341,1
Fears: Degree,-159.46,0.341,1
Errors: Military,-159.5,0.341,1
Worries: Superficiality,-159.63,0.341,1
Errors: Past,-159.72,0.341,1
Errors: Identical analogous or equivalent,-159.73,0.341,1
Dislikes: Groups,-159.83,0.341,1
Tastes: Houses,-159.99,0.341,1
Dislikes: Hypotheses,-160.0,0.341,1
Errors: Home upkeep,-160.02,0.341,1
Errors: Artists,-160.06,0.341,1
Appearances: Performance,-160.4,0.341,1
Worries: Government,-160.57,0.341,1
Worries: Excess,-161.03,0.341,1
Dislikes: Religion,-161.15,0.341,1
Dislikes: Customs,-161.71,0.341,1
Errors: Joking,-161.72,0.341,1
Criticisms,-162.65,0.341,1
Errors: Vacationing,-162.75,0.341,1
Worries: Requirements,-162.81,0.341,1
Errors: Educators,-162.82,0.341,1
Dislikes: Means,-163.46,0.341,1
Fears: Being cheated,-165.22,0.341,1
Customs: Walking,-165.81,0.341,1
Things previously discussed: Corollaries,-165.85,0.341,1
Day's happenings: Policies,-167.15,0.341,1
Costs,-167.94,0.341,1
Books: Opposite,-168.67,0.341,1
Errors: Government,-168.72,0.341,1
Fears: Pathogenic industry,-168.83,0.341,1
Errors: Romance,-169.74,0.341,1
Worries: Flaws,-169.76,0.341,1
Errors: Degree,-170.12,0.341,1
Errors: Outings,-171.03,0.341,1
Worries: Bathos,-171.18,0.341,1
Day's happenings: Status quo,-171.38,0.341,1
Dislikes: Future,-171.79,0.341,1
Errors: Imaginable,-172.3,0.341,1
Dislikes: Duties,-172.39,0.341,1
Errors: Child raising,-172.64,0.341,1
Rivalries,-172.64,0.341,1
Fears: Onerous government,-172.77,0.341,1
Day's happenings: Asides,-172.82,0.341,1
Worries: Wear,-172.86,0.341,1
Conflicts and disagreements: Criticism of,-173.66,0.341,1
Errors: Eating,-173.66,0.341,1
Worries: Acts,-173.92,0.341,1
Changes: Celebrities,-174.47,0.341,1
Idols,-174.54,0.341,1
Tastes: Parties,-174.62,0.341,1
Worries: Rumors,-174.92,0.341,1
Tastes: Churches,-175.05,0.341,1
Errors: Yard work,-175.08,0.341,1
Errors: Sports,-175.16,0.341,1
Errors: Nutritional planning,-175.23,0.341,1
Errors: Typing,-175.39,0.341,1
Errors: Fighting,-175.81,0.341,1
Fears: Exploitation,-175.88,0.341,1
Appearances: Social event (eg dance or parade),-175.89,0.341,1
Errors: Memorization or remembrance,-176.1,0.341,1
Worries: Complaints,-176.15,0.341,1
Predictions and guesses: Not,-176.29,0.341,1
Appearances: Handwriting,-176.51,0.341,1
Worries: News,-176.64,0.341,1
Dislikes: Books,-176.98,0.341,1
Appearances: Body,-177.24,0.341,1
Errors: Sewing,-177.35,0.341,1
Childhood: Vices and sins,-177.38,0.341,1
Quotations: Politician,-177.89,0.341,1
Worries: Sequence,-177.91,0.341,1
Errors: Giving directions,-177.98,0.341,1
Dislikes: Professions,-178.05,0.341,1
Dislikes: Methods,-178.23,0.341,1
Dislikes: Remarks,-178.61,0.341,1
Rivalries: Suitors,-178.64,0.341,1
Errors: Imitation,-179.0,0.341,1
Tastes: Famous persons,-179.01,0.341,1
Dislikes: Nature,-179.03,0.341,1
Quotations: Gossip,-179.21,0.341,1
Errors: Spelling,-179.23,0.341,1
Errors: Pronunciation,-179.35,0.341,1
Errors: Childhood,-179.36,0.341,1
Dislikes: Ends,-179.65,0.341,1
Tastes: Schools,-179.69,0.341,1
Errors: Dressing,-179.82,0.341,1
Errors: Cursing,-179.82,0.341,1
Errors: Honoring or praising,-179.84,0.341,1
Possessions,-179.88,0.341,1
Errors: Calculating,-179.93,0.341,1
Errors: Driving,-180.06,0.341,1
Errors: Playing,-180.26,0.341,1
Dislikes: Entertainment,-180.45,0.341,1
Errors: Dieting,-180.46,0.341,1
Conflicts and disagreements: Credit,-180.91,0.341,1
Errors: Funereal,-180.95,0.341,1
Worries: Appearance,-180.97,0.341,1
Errors: Dancing,-180.98,0.341,1
Dislikes: Animals,-181.43,0.341,1
Appearances: Celebrities,-181.46,0.341,1
Day's happenings: Shopping,-182.27,0.341,1
Errors: Personal hygiene,-183.18,0.341,1
Fears: Monsters,-183.25,0.341,1
Worries: Irrelevance,-186.83,0.341,1
Language: Slogans,-188.01,0.341,1
Worries: Irresponsibility,-189.46,0.341,1
Predictions and guesses: Fallacy,-190.42,0.341,1
Worries: Deception,-190.55,0.341,1
Books: Failures,-190.85,0.341,1
Errors: Emulation,-192.6,0.341,1
Appearances: Chronology,-192.93,0.341,1
Tastes: Stores,-193.32,0.341,1
Worries: Superstitions,-194.42,0.341,1
Worries: Dress,-195.45,0.341,1
Errors: Searching,-195.51,0.341,1
Dislikes: Art,-195.7,0.341,1
Errors: Criticism,-195.76,0.341,1
Errors: Photography,-196.12,0.341,1
Observations: Antagonism,-196.86,0.341,1
Appearances: Plant,-197.45,0.341,1
Errors: Traveling,-197.64,0.341,1
Errors: Architecture,-198.6,0.341,1
Love: Fantasies,-199.72,0.341,1
Errors: Friends,-200.1,0.341,1
Tastes: Newspapers,-200.61,0.341,1
Worries: Tastes,-200.68,0.341,1
Dislikes: Events,-200.97,0.341,1
Conflicts and disagreements: Dress,-201.03,0.341,1
Dislikes: The other,-201.72,0.341,1
Errors: Soliciting,-202.07,0.341,1
Errors: Participating in ceremonies and rituals,-202.18,0.341,1
Errors: Unknown,-203.21,0.341,1
Dislikes: Music,-203.36,0.341,1
Day's happenings: Gussin (?),-206.52,0.341,1
Worries: Competition,-206.6,0.341,1
Rivalries: Colleagues,-207.13,0.341,1
Rumors,-209.39,0.341,1
Day's happenings: Losses and costs,-209.83,0.341,1
Errors: Choosing cooks,-209.99,0.341,1
Funny experiences: Ribald,-210.26,0.341,1
Errors: Gesturing,-212.22,0.341,1
Language: Worst words,-212.46,0.341,1
Errors: Erotic life,-215.83,0.341,1
Judgements of person and acts,-217.11,0.341,1
Rivalries: Sibmates,-217.29,0.341,1
Rivalries: With the other person,-217.54,0.341,1
Stupidity,-217.79,0.341,1
Errors: House work,-219.8,0.341,1
Tastes: Periodicals,-220.23,0.341,1
Errors: Insulting,-220.5,0.341,1
Errors: Interior design,-230.7,0.341,1
Dislikes: Past,-231.65,0.341,1
Enemies,-232.83,0.341,1
Errors: Toasting,-236.23,0.341,1
Quotations: Critic or reviewer,-238.25,0.341,1
Dislikes: Devices,-239.08,0.341,1
Politics,-239.53,0.341,1
Errors: Guessing,-241.03,0.341,1
Errors: Hosting parties,-242.66,0.341,1
Errors: Letter writing,-247.07,0.341,1
Fears: Evil,-253.0,0.341,1
Errors: Litigation,-254.42,0.341,1
Errors: Punishment,-254.93,0.341,1
Conflicts and disagreements: Of,-260.42,0.341,1
